country,code,dates,rate,Gender
Morocco,MAR,2001,,Male
Monaco,MCO,2001,,Male
Moldova,MDA,2001,,Male
Madagascar,MDG,2001,,Male
Maldives,MDV,2001,,Male
Middle East & North Africa,MEA,2001,80.1548690795898,Male
Mexico,MEX,2001,,Male
Marshall Islands,MHL,2001,,Male
Middle income,MIC,2001,85.480842590332,Male
North Macedonia,MKD,2001,,Male
Mali,MLI,2001,,Male
Malta,MLT,2001,,Male
Myanmar,MMR,2001,,Male
Middle East & North Africa (excluding high income),MNA,2001,78.5805435180664,Male
Montenegro,MNE,2001,,Male
Mongolia,MNG,2001,,Male
Northern Mariana Islands,MNP,2001,,Male
Mozambique,MOZ,2001,,Male
Mauritania,MRT,2001,,Male
Mauritius,MUS,2001,,Male
Malawi,MWI,2001,,Male
Malaysia,MYS,2001,,Male
North America,NAC,2001,,Male
Namibia,NAM,2001,87.0,Male
New Caledonia,NCL,2001,,Male
Niger,NER,2001,20.0,Male
Nigeria,NGA,2001,,Male
Nicaragua,NIC,2001,77.0,Male
Netherlands,NLD,2001,,Male
Norway,NOR,2001,,Male
Nepal,NPL,2001,63.0,Male
Nauru,NRU,2001,,Male
New Zealand,NZL,2001,,Male
OECD members,OED,2001,,Male
Oman,OMN,2001,,Male
Other small states,OSS,2001,82.5817184448242,Male
Pakistan,PAK,2001,,Male
Panama,PAN,2001,,Male
Peru,PER,2001,,Male
Philippines,PHL,2001,,Male
Palau,PLW,2001,,Male
Papua New Guinea,PNG,2001,,Male
Poland,POL,2001,,Male
Pre-demographic dividend,PRE,2001,67.7416915893555,Male
Puerto Rico,PRI,2001,,Male
"Korea, Dem. People's Rep.",PRK,2001,,Male
Portugal,PRT,2001,,Male
Paraguay,PRY,2001,,Male
West Bank and Gaza,PSE,2001,,Male
Pacific island small states,PSS,2001,,Male
Post-demographic dividend,PST,2001,,Male
French Polynesia,PYF,2001,,Male
Qatar,QAT,2001,,Male
Romania,ROU,2001,,Male
Russian Federation,RUS,2001,,Male
Rwanda,RWA,2001,,Male
South Asia,SAS,2001,70.1963500976562,Male
Saudi Arabia,SAU,2001,,Male
Sudan,SDN,2001,,Male
Senegal,SEN,2001,,Male
Singapore,SGP,2001,,Male
Solomon Islands,SLB,2001,,Male
Sierra Leone,SLE,2001,,Male
El Salvador,SLV,2001,,Male
San Marino,SMR,2001,,Male
Somalia,SOM,2001,,Male
Serbia,SRB,2001,,Male
Sub-Saharan Africa (excluding high income),SSA,2001,66.9349136352539,Male
South Sudan,SSD,2001,,Male
Sub-Saharan Africa,SSF,2001,66.9388198852539,Male
Small states,SST,2001,83.9454116821289,Male
Sao Tome and Principe,STP,2001,92.0,Male
Suriname,SUR,2001,,Male
Slovak Republic,SVK,2001,,Male
Slovenia,SVN,2001,99.6999969482422,Male
Sweden,SWE,2001,,Male
Eswatini,SWZ,2001,,Male
Sint Maarten (Dutch part),SXM,2001,,Male
Seychelles,SYC,2001,,Male
Syrian Arab Republic,SYR,2001,,Male
Turks and Caicos Islands,TCA,2001,,Male
Chad,TCD,2001,,Male
East Asia & Pacific (IDA & IBRD countries),TEA,2001,94.7600021362305,Male
Europe & Central Asia (IDA & IBRD countries),TEC,2001,98.8676223754883,Male
Togo,TGO,2001,,Male
Thailand,THA,2001,,Male
Tajikistan,TJK,2001,,Male
Turkmenistan,TKM,2001,,Male
Latin America & the Caribbean (IDA & IBRD countries),TLA,2001,89.8177185058594,Male
Timor-Leste,TLS,2001,45.0,Male
Middle East & North Africa (IDA & IBRD countries),TMN,2001,78.43798828125,Male
Tonga,TON,2001,,Male
South Asia (IDA & IBRD),TSA,2001,70.1963500976562,Male
Sub-Saharan Africa (IDA & IBRD countries),TSS,2001,66.9388198852539,Male
Trinidad and Tobago,TTO,2001,,Male
Tunisia,TUN,2001,,Male
Turkiye,TUR,2001,,Male
Tuvalu,TUV,2001,,Male
Tanzania,TZA,2001,,Male
Uganda,UGA,2001,,Male
Ukraine,UKR,2001,100.0,Male
Upper middle income,UMC,2001,93.825309753418,Male
Uruguay,URY,2001,,Male
United States,USA,2001,,Male
Uzbekistan,UZB,2001,,Male
St. Vincent and the Grenadines,VCT,2001,,Male
"Venezuela, RB",VEN,2001,93.0,Male
British Virgin Islands,VGB,2001,,Male
Virgin Islands (U.S.),VIR,2001,,Male
Viet Nam,VNM,2001,,Male
Vanuatu,VUT,2001,,Male
World,WLD,2001,86.5183563232422,Male
Samoa,WSM,2001,,Male
Kosovo,XKX,2001,,Male
"Yemen, Rep.",YEM,2001,,Male
South Africa,ZAF,2001,,Male
Zambia,ZMB,2001,,Male
Zimbabwe,ZWE,2001,,Male
Aruba,ABW,2002,,Male
Africa Eastern and Southern,AFE,2002,73.0177536010742,Male
Afghanistan,AFG,2002,,Male
Africa Western and Central,AFW,2002,61.0803298950195,Male
Angola,AGO,2002,,Male
Albania,ALB,2002,,Male
Andorra,AND,2002,,Male
Arab World,ARB,2002,77.8476791381836,Male
United Arab Emirates,ARE,2002,,Male
Argentina,ARG,2002,,Male
Armenia,ARM,2002,,Male
American Samoa,ASM,2002,,Male
Antigua and Barbuda,ATG,2002,,Male
Australia,AUS,2002,,Male
Austria,AUT,2002,,Male
Azerbaijan,AZE,2002,,Male
Burundi,BDI,2002,,Male
Belgium,BEL,2002,,Male
Benin,BEN,2002,48.0,Male
Burkina Faso,BFA,2002,,Male
Bangladesh,BGD,2002,,Male
Bulgaria,BGR,2002,,Male
Bahrain,BHR,2002,,Male
"Bahamas, The",BHS,2002,,Male
Bosnia and Herzegovina,BIH,2002,,Male
Belarus,BLR,2002,,Male
Belize,BLZ,2002,,Male
Bermuda,BMU,2002,,Male
Bolivia,BOL,2002,,Male
Brazil,BRA,2002,,Male
Barbados,BRB,2002,,Male
Brunei Darussalam,BRN,2002,,Male
Bhutan,BTN,2002,,Male
Botswana,BWA,2002,,Male
Central African Republic,CAF,2002,,Male
Canada,CAN,2002,,Male
Central Europe and the Baltics,CEB,2002,,Male
Switzerland,CHE,2002,,Male
Channel Islands,CHI,2002,,Male
Chile,CHL,2002,96.0,Male
China,CHN,2002,,Male
Cote d'Ivoire,CIV,2002,,Male
Cameroon,CMR,2002,,Male
"Congo, Dem. Rep.",COD,2002,,Male
"Congo, Rep.",COG,2002,,Male
Colombia,COL,2002,,Male
Comoros,COM,2002,,Male
Cabo Verde,CPV,2002,,Male
Costa Rica,CRI,2002,,Male
Caribbean small states,CSS,2002,87.0995330810547,Male
Cuba,CUB,2002,100.0,Male
Curacao,CUW,2002,,Male
Cayman Islands,CYM,2002,,Male
Cyprus,CYP,2002,,Male
Czechia,CZE,2002,,Male
Germany,DEU,2002,,Male
Djibouti,DJI,2002,,Male
Dominica,DMA,2002,,Male
Denmark,DNK,2002,,Male
Dominican Republic,DOM,2002,87.0,Male
Algeria,DZA,2002,79.0,Male
East Asia & Pacific (excluding high income),EAP,2002,95.0248870849609,Male
Early-demographic dividend,EAR,2002,77.9762268066406,Male
East Asia & Pacific,EAS,2002,94.6710968017578,Male
Europe & Central Asia (excluding high income),ECA,2002,98.239128112793,Male
Europe & Central Asia,ECS,2002,,Male
Ecuador,ECU,2002,,Male
"Egypt, Arab Rep.",EGY,2002,,Male
Euro area,EMU,2002,,Male
Eritrea,ERI,2002,65.0,Male
Spain,ESP,2002,,Male
Estonia,EST,2002,,Male
Ethiopia,ETH,2002,,Male
European Union,EUU,2002,,Male
Fragile and conflict affected situations,FCS,2002,72.0302124023438,Male
Finland,FIN,2002,,Male
Fiji,FJI,2002,,Male
France,FRA,2002,,Male
Faroe Islands,FRO,2002,,Male
"Micronesia, Fed. Sts.",FSM,2002,,Male
Gabon,GAB,2002,,Male
United Kingdom,GBR,2002,,Male
Georgia,GEO,2002,100.0,Male
Ghana,GHA,2002,,Male
Gibraltar,GIB,2002,,Male
Guinea,GIN,2002,,Male
"Gambia, The",GMB,2002,,Male
Guinea-Bissau,GNB,2002,,Male
Equatorial Guinea,GNQ,2002,,Male
Greece,GRC,2002,,Male
Grenada,GRD,2002,,Male
Greenland,GRL,2002,,Male
Guatemala,GTM,2002,75.0,Male
Guam,GUM,2002,,Male
Guyana,GUY,2002,,Male
High income,HIC,2002,,Male
"Hong Kong SAR, China",HKG,2002,,Male
Honduras,HND,2002,,Male
Heavily indebted poor countries (HIPC),HPC,2002,63.1847686767578,Male
Croatia,HRV,2002,,Male
Haiti,HTI,2002,,Male
Hungary,HUN,2002,,Male
IBRD only,IBD,2002,88.6817626953125,Male
IDA & IBRD total,IBT,2002,84.6071472167969,Male
IDA total,IDA,2002,66.8658294677734,Male
IDA blend,IDB,2002,69.2917633056641,Male
Indonesia,IDN,2002,,Male
IDA only,IDX,2002,65.6233673095703,Male
Isle of Man,IMN,2002,,Male
India,IND,2002,,Male
Not classified,INX,2002,,Male
Ireland,IRL,2002,,Male
"Iran, Islamic Rep.",IRN,2002,84.0,Male
Iraq,IRQ,2002,,Male
Iceland,ISL,2002,,Male
Israel,ISR,2002,,Male
Italy,ITA,2002,,Male
Jamaica,JAM,2002,,Male
Jordan,JOR,2002,,Male
Japan,JPN,2002,,Male
Kazakhstan,KAZ,2002,,Male
Kenya,KEN,2002,,Male
Kyrgyz Republic,KGZ,2002,,Male
Cambodia,KHM,2002,,Male
Kiribati,KIR,2002,,Male
St. Kitts and Nevis,KNA,2002,,Male
"Korea, Rep.",KOR,2002,,Male
Kuwait,KWT,2002,,Male
Latin America & Caribbean (excluding high income),LAC,2002,89.8446197509766,Male
Lao PDR,LAO,2002,,Male
Lebanon,LBN,2002,,Male
Liberia,LBR,2002,,Male
Libya,LBY,2002,,Male
St. Lucia,LCA,2002,,Male
Latin America & Caribbean,LCN,2002,90.2916107177734,Male
Least developed countries: UN classification,LDC,2002,63.5202598571777,Male
Low income,LIC,2002,63.6732711791992,Male
Liechtenstein,LIE,2002,,Male
Sri Lanka,LKA,2002,,Male
Lower middle income,LMC,2002,74.1970825195312,Male
Low & middle income,LMY,2002,84.418342590332,Male
Lesotho,LSO,2002,,Male
Late-demographic dividend,LTE,2002,94.8612213134766,Male
Lithuania,LTU,2002,,Male
Luxembourg,LUX,2002,,Male
Latvia,LVA,2002,,Male
"Macao SAR, China",MAC,2002,,Male
St. Martin (French part),MAF,2002,,Male
Morocco,MAR,2002,,Male
Monaco,MCO,2002,,Male
Moldova,MDA,2002,,Male
Madagascar,MDG,2002,,Male
Maldives,MDV,2002,,Male
Middle East & North Africa,MEA,2002,80.9152526855469,Male
Mexico,MEX,2002,92.0,Male
Marshall Islands,MHL,2002,,Male
Middle income,MIC,2002,85.774772644043,Male
North Macedonia,MKD,2002,98.0,Male
Mali,MLI,2002,,Male
Malta,MLT,2002,,Male
Myanmar,MMR,2002,,Male
Middle East & North Africa (excluding high income),MNA,2002,79.3105621337891,Male
Montenegro,MNE,2002,,Male
Mongolia,MNG,2002,,Male
Northern Mariana Islands,MNP,2002,,Male
Mozambique,MOZ,2002,,Male
Mauritania,MRT,2002,,Male
Mauritius,MUS,2002,,Male
Malawi,MWI,2002,,Male
Malaysia,MYS,2002,,Male
North America,NAC,2002,,Male
Namibia,NAM,2002,,Male
New Caledonia,NCL,2002,,Male
Niger,NER,2002,,Male
Nigeria,NGA,2002,,Male
Nicaragua,NIC,2002,,Male
Netherlands,NLD,2002,,Male
Norway,NOR,2002,,Male
Nepal,NPL,2002,,Male
Nauru,NRU,2002,,Male
New Zealand,NZL,2002,,Male
OECD members,OED,2002,,Male
Oman,OMN,2002,,Male
Other small states,OSS,2002,83.2404022216797,Male
Pakistan,PAK,2002,,Male
Panama,PAN,2002,,Male
Peru,PER,2002,,Male
Philippines,PHL,2002,,Male
Palau,PLW,2002,,Male
Papua New Guinea,PNG,2002,,Male
Poland,POL,2002,,Male
Pre-demographic dividend,PRE,2002,68.4317169189453,Male
Puerto Rico,PRI,2002,,Male
"Korea, Dem. People's Rep.",PRK,2002,,Male
Portugal,PRT,2002,,Male
Paraguay,PRY,2002,,Male
West Bank and Gaza,PSE,2002,,Male
Pacific island small states,PSS,2002,,Male
Post-demographic dividend,PST,2002,,Male
French Polynesia,PYF,2002,,Male
Qatar,QAT,2002,,Male
Romania,ROU,2002,98.0,Male
Russian Federation,RUS,2002,100.0,Male
Rwanda,RWA,2002,,Male
South Asia,SAS,2002,70.7588272094727,Male
Saudi Arabia,SAU,2002,,Male
Sudan,SDN,2002,,Male
Senegal,SEN,2002,51.0,Male
Singapore,SGP,2002,,Male
Solomon Islands,SLB,2002,,Male
Sierra Leone,SLE,2002,,Male
El Salvador,SLV,2002,,Male
San Marino,SMR,2002,,Male
Somalia,SOM,2002,,Male
Serbia,SRB,2002,,Male
Sub-Saharan Africa (excluding high income),SSA,2002,68.1232833862305,Male
South Sudan,SSD,2002,,Male
Sub-Saharan Africa,SSF,2002,68.1270370483398,Male
Small states,SST,2002,84.472770690918,Male
Sao Tome and Principe,STP,2002,,Male
Suriname,SUR,2002,,Male
Slovak Republic,SVK,2002,,Male
Slovenia,SVN,2002,,Male
Sweden,SWE,2002,,Male
Eswatini,SWZ,2002,,Male
Sint Maarten (Dutch part),SXM,2002,,Male
Seychelles,SYC,2002,91.0,Male
Syrian Arab Republic,SYR,2002,91.0,Male
Turks and Caicos Islands,TCA,2002,,Male
Chad,TCD,2002,,Male
East Asia & Pacific (IDA & IBRD countries),TEA,2002,94.962890625,Male
Europe & Central Asia (IDA & IBRD countries),TEC,2002,98.9036102294922,Male
Togo,TGO,2002,,Male
Thailand,THA,2002,,Male
Tajikistan,TJK,2002,,Male
Turkmenistan,TKM,2002,,Male
Latin America & the Caribbean (IDA & IBRD countries),TLA,2002,90.0413970947266,Male
Timor-Leste,TLS,2002,,Male
Middle East & North Africa (IDA & IBRD countries),TMN,2002,79.1535415649414,Male
Tonga,TON,2002,,Male
South Asia (IDA & IBRD),TSA,2002,70.7588272094727,Male
Sub-Saharan Africa (IDA & IBRD countries),TSS,2002,68.1270370483398,Male
Trinidad and Tobago,TTO,2002,,Male
Tunisia,TUN,2002,,Male
Turkiye,TUR,2002,,Male
Tuvalu,TUV,2002,,Male
Tanzania,TZA,2002,78.0,Male
Uganda,UGA,2002,78.0,Male
Ukraine,UKR,2002,,Male
Upper middle income,UMC,2002,94.0436782836914,Male
Uruguay,URY,2002,,Male
United States,USA,2002,,Male
Uzbekistan,UZB,2002,,Male
St. Vincent and the Grenadines,VCT,2002,,Male
"Venezuela, RB",VEN,2002,,Male
British Virgin Islands,VGB,2002,,Male
Virgin Islands (U.S.),VIR,2002,,Male
Viet Nam,VNM,2002,,Male
Vanuatu,VUT,2002,,Male
World,WLD,2002,86.8257904052734,Male
Samoa,WSM,2002,,Male
Kosovo,XKX,2002,,Male
"Yemen, Rep.",YEM,2002,,Male
South Africa,ZAF,2002,,Male
Zambia,ZMB,2002,81.0,Male
Zimbabwe,ZWE,2002,,Male
Aruba,ABW,2003,,Male
Africa Eastern and Southern,AFE,2003,73.2928619384766,Male
Afghanistan,AFG,2003,,Male
Africa Western and Central,AFW,2003,61.3388786315918,Male
Angola,AGO,2003,,Male
Albania,ALB,2003,,Male
Andorra,AND,2003,,Male
Arab World,ARB,2003,80.8305969238281,Male
United Arab Emirates,ARE,2003,,Male
Argentina,ARG,2003,,Male
Armenia,ARM,2003,,Male
American Samoa,ASM,2003,,Male
Antigua and Barbuda,ATG,2003,,Male
Australia,AUS,2003,,Male
Austria,AUT,2003,,Male
Azerbaijan,AZE,2003,,Male
Burundi,BDI,2003,,Male
Belgium,BEL,2003,,Male
Benin,BEN,2003,,Male
Burkina Faso,BFA,2003,29.0,Male
Bangladesh,BGD,2003,,Male
Bulgaria,BGR,2003,,Male
Bahrain,BHR,2003,,Male
"Bahamas, The",BHS,2003,,Male
Bosnia and Herzegovina,BIH,2003,,Male
Belarus,BLR,2003,,Male
Belize,BLZ,2003,,Male
Bermuda,BMU,2003,,Male
Bolivia,BOL,2003,,Male
Brazil,BRA,2003,,Male
Barbados,BRB,2003,,Male
Brunei Darussalam,BRN,2003,,Male
Bhutan,BTN,2003,,Male
Botswana,BWA,2003,80.0,Male
Central African Republic,CAF,2003,,Male
Canada,CAN,2003,,Male
Central Europe and the Baltics,CEB,2003,,Male
Switzerland,CHE,2003,,Male
Channel Islands,CHI,2003,,Male
Chile,CHL,2003,,Male
China,CHN,2003,,Male
Cote d'Ivoire,CIV,2003,,Male
Cameroon,CMR,2003,,Male
"Congo, Dem. Rep.",COD,2003,,Male
"Congo, Rep.",COG,2003,,Male
Colombia,COL,2003,,Male
Comoros,COM,2003,,Male
Cabo Verde,CPV,2003,,Male
Costa Rica,CRI,2003,,Male
Caribbean small states,CSS,2003,87.3548202514648,Male
Cuba,CUB,2003,,Male
Curacao,CUW,2003,,Male
Cayman Islands,CYM,2003,,Male
Cyprus,CYP,2003,,Male
Czechia,CZE,2003,,Male
Germany,DEU,2003,,Male
Djibouti,DJI,2003,,Male
Dominica,DMA,2003,,Male
Denmark,DNK,2003,,Male
Dominican Republic,DOM,2003,,Male
Algeria,DZA,2003,,Male
East Asia & Pacific (excluding high income),EAP,2003,95.198860168457,Male
Early-demographic dividend,EAR,2003,78.9362106323242,Male
East Asia & Pacific,EAS,2003,94.8762969970703,Male
Europe & Central Asia (excluding high income),ECA,2003,98.2978973388672,Male
Europe & Central Asia,ECS,2003,,Male
Ecuador,ECU,2003,,Male
"Egypt, Arab Rep.",EGY,2003,,Male
Euro area,EMU,2003,,Male
Eritrea,ERI,2003,,Male
Spain,ESP,2003,,Male
Estonia,EST,2003,,Male
Ethiopia,ETH,2003,,Male
European Union,EUU,2003,,Male
Fragile and conflict affected situations,FCS,2003,72.0627288818359,Male
Finland,FIN,2003,,Male
Fiji,FJI,2003,,Male
France,FRA,2003,,Male
Faroe Islands,FRO,2003,,Male
"Micronesia, Fed. Sts.",FSM,2003,,Male
Gabon,GAB,2003,,Male
United Kingdom,GBR,2003,,Male
Georgia,GEO,2003,,Male
Ghana,GHA,2003,,Male
Gibraltar,GIB,2003,,Male
Guinea,GIN,2003,43.0,Male
"Gambia, The",GMB,2003,,Male
Guinea-Bissau,GNB,2003,,Male
Equatorial Guinea,GNQ,2003,,Male
Greece,GRC,2003,,Male
Grenada,GRD,2003,,Male
Greenland,GRL,2003,,Male
Guatemala,GTM,2003,,Male
Guam,GUM,2003,,Male
Guyana,GUY,2003,,Male
High income,HIC,2003,,Male
"Hong Kong SAR, China",HKG,2003,,Male
Honduras,HND,2003,,Male
Heavily indebted poor countries (HIPC),HPC,2003,63.4182815551758,Male
Croatia,HRV,2003,,Male
Haiti,HTI,2003,63.0,Male
Hungary,HUN,2003,,Male
IBRD only,IBD,2003,89.1647262573242,Male
IDA & IBRD total,IBT,2003,85.1578826904297,Male
IDA total,IDA,2003,67.8557815551758,Male
IDA blend,IDB,2003,71.4652328491211,Male
Indonesia,IDN,2003,,Male
IDA only,IDX,2003,66.0116195678711,Male
Isle of Man,IMN,2003,,Male
India,IND,2003,,Male
Not classified,INX,2003,,Male
Ireland,IRL,2003,,Male
"Iran, Islamic Rep.",IRN,2003,,Male
Iraq,IRQ,2003,,Male
Iceland,ISL,2003,,Male
Israel,ISR,2003,,Male
Italy,ITA,2003,,Male
Jamaica,JAM,2003,,Male
Jordan,JOR,2003,95.0,Male
Japan,JPN,2003,,Male
Kazakhstan,KAZ,2003,,Male
Kenya,KEN,2003,,Male
Kyrgyz Republic,KGZ,2003,,Male
Cambodia,KHM,2003,,Male
Kiribati,KIR,2003,,Male
St. Kitts and Nevis,KNA,2003,,Male
"Korea, Rep.",KOR,2003,,Male
Kuwait,KWT,2003,,Male
Latin America & Caribbean (excluding high income),LAC,2003,90.515998840332,Male
Lao PDR,LAO,2003,,Male
Lebanon,LBN,2003,,Male
Liberia,LBR,2003,,Male
Libya,LBY,2003,,Male
St. Lucia,LCA,2003,,Male
Latin America & Caribbean,LCN,2003,90.8985137939453,Male
Least developed countries: UN classification,LDC,2003,63.9287910461426,Male
Low income,LIC,2003,63.8089904785156,Male
Liechtenstein,LIE,2003,,Male
Sri Lanka,LKA,2003,,Male
Lower middle income,LMC,2003,75.2912979125977,Male
Low & middle income,LMY,2003,84.980598449707,Male
Lesotho,LSO,2003,,Male
Late-demographic dividend,LTE,2003,95.1245193481445,Male
Lithuania,LTU,2003,,Male
Luxembourg,LUX,2003,,Male
Latvia,LVA,2003,,Male
"Macao SAR, China",MAC,2003,,Male
St. Martin (French part),MAF,2003,,Male
Morocco,MAR,2003,,Male
Monaco,MCO,2003,,Male
Moldova,MDA,2003,,Male
Madagascar,MDG,2003,,Male
Maldives,MDV,2003,,Male
Middle East & North Africa,MEA,2003,83.7544708251953,Male
Mexico,MEX,2003,,Male
Marshall Islands,MHL,2003,,Male
Middle income,MIC,2003,86.3834381103516,Male
North Macedonia,MKD,2003,,Male
Mali,MLI,2003,33.0,Male
Malta,MLT,2003,,Male
Myanmar,MMR,2003,,Male
Middle East & North Africa (excluding high income),MNA,2003,82.8061294555664,Male
Montenegro,MNE,2003,99.0,Male
Mongolia,MNG,2003,,Male
Northern Mariana Islands,MNP,2003,,Male
Mozambique,MOZ,2003,66.0,Male
Mauritania,MRT,2003,,Male
Mauritius,MUS,2003,,Male
Malawi,MWI,2003,,Male
Malaysia,MYS,2003,,Male
North America,NAC,2003,98.7128677368164,Male
Namibia,NAM,2003,,Male
New Caledonia,NCL,2003,,Male
Niger,NER,2003,,Male
Nigeria,NGA,2003,67.0,Male
Nicaragua,NIC,2003,,Male
Netherlands,NLD,2003,,Male
Norway,NOR,2003,,Male
Nepal,NPL,2003,,Male
Nauru,NRU,2003,,Male
New Zealand,NZL,2003,,Male
OECD members,OED,2003,,Male
Oman,OMN,2003,87.0,Male
Other small states,OSS,2003,83.7526779174805,Male
Pakistan,PAK,2003,,Male
Panama,PAN,2003,,Male
Peru,PER,2003,,Male
Philippines,PHL,2003,92.0,Male
Palau,PLW,2003,,Male
Papua New Guinea,PNG,2003,,Male
Poland,POL,2003,,Male
Pre-demographic dividend,PRE,2003,68.5938034057617,Male
Puerto Rico,PRI,2003,,Male
"Korea, Dem. People's Rep.",PRK,2003,,Male
Portugal,PRT,2003,,Male
Paraguay,PRY,2003,,Male
West Bank and Gaza,PSE,2003,,Male
Pacific island small states,PSS,2003,,Male
Post-demographic dividend,PST,2003,,Male
French Polynesia,PYF,2003,,Male
Qatar,QAT,2003,,Male
Romania,ROU,2003,,Male
Russian Federation,RUS,2003,,Male
Rwanda,RWA,2003,,Male
South Asia,SAS,2003,71.7018966674805,Male
Saudi Arabia,SAU,2003,,Male
Sudan,SDN,2003,,Male
Senegal,SEN,2003,,Male
Singapore,SGP,2003,,Male
Solomon Islands,SLB,2003,,Male
Sierra Leone,SLE,2003,,Male
El Salvador,SLV,2003,,Male
San Marino,SMR,2003,,Male
Somalia,SOM,2003,,Male
Serbia,SRB,2003,99.0,Male
Sub-Saharan Africa (excluding high income),SSA,2003,68.3950805664062,Male
South Sudan,SSD,2003,,Male
Sub-Saharan Africa,SSF,2003,68.3988265991211,Male
Small states,SST,2003,84.8942489624023,Male
Sao Tome and Principe,STP,2003,,Male
Suriname,SUR,2003,,Male
Slovak Republic,SVK,2003,,Male
Slovenia,SVN,2003,,Male
Sweden,SWE,2003,,Male
Eswatini,SWZ,2003,,Male
Sint Maarten (Dutch part),SXM,2003,,Male
Seychelles,SYC,2003,,Male
Syrian Arab Republic,SYR,2003,,Male
Turks and Caicos Islands,TCA,2003,,Male
Chad,TCD,2003,,Male
East Asia & Pacific (IDA & IBRD countries),TEA,2003,95.1395492553711,Male
Europe & Central Asia (IDA & IBRD countries),TEC,2003,98.931640625,Male
Togo,TGO,2003,,Male
Thailand,THA,2003,,Male
Tajikistan,TJK,2003,,Male
Turkmenistan,TKM,2003,,Male
Latin America & the Caribbean (IDA & IBRD countries),TLA,2003,90.672248840332,Male
Timor-Leste,TLS,2003,,Male
Middle East & North Africa (IDA & IBRD countries),TMN,2003,82.6793365478516,Male
Tonga,TON,2003,,Male
South Asia (IDA & IBRD),TSA,2003,71.7018966674805,Male
Sub-Saharan Africa (IDA & IBRD countries),TSS,2003,68.3988265991211,Male
Trinidad and Tobago,TTO,2003,,Male
Tunisia,TUN,2003,,Male
Turkiye,TUR,2003,,Male
Tuvalu,TUV,2003,,Male
Tanzania,TZA,2003,,Male
Uganda,UGA,2003,,Male
Ukraine,UKR,2003,,Male
Upper middle income,UMC,2003,94.3664321899414,Male
Uruguay,URY,2003,,Male
United States,USA,2003,,Male
Uzbekistan,UZB,2003,,Male
St. Vincent and the Grenadines,VCT,2003,,Male
"Venezuela, RB",VEN,2003,,Male
British Virgin Islands,VGB,2003,,Male
Virgin Islands (U.S.),VIR,2003,,Male
Viet Nam,VNM,2003,,Male
Vanuatu,VUT,2003,,Male
World,WLD,2003,87.2675018310547,Male
Samoa,WSM,2003,,Male
Kosovo,XKX,2003,,Male
"Yemen, Rep.",YEM,2003,,Male
South Africa,ZAF,2003,,Male
Zambia,ZMB,2003,,Male
Zimbabwe,ZWE,2003,,Male
Aruba,ABW,2004,,Male
Africa Eastern and Southern,AFE,2004,73.3683471679688,Male
Afghanistan,AFG,2004,,Male
Africa Western and Central,AFW,2004,62.9259605407715,Male
Angola,AGO,2004,,Male
Albania,ALB,2004,,Male
Andorra,AND,2004,,Male
Arab World,ARB,2004,81.3905181884766,Male
United Arab Emirates,ARE,2004,,Male
Argentina,ARG,2004,,Male
Armenia,ARM,2004,,Male
American Samoa,ASM,2004,,Male
Antigua and Barbuda,ATG,2004,,Male
Australia,AUS,2004,,Male
Austria,AUT,2004,,Male
Azerbaijan,AZE,2004,,Male
Burundi,BDI,2004,,Male
Belgium,BEL,2004,,Male
Benin,BEN,2004,,Male
Burkina Faso,BFA,2004,,Male
Bangladesh,BGD,2004,,Male
Bulgaria,BGR,2004,,Male
Bahrain,BHR,2004,,Male
"Bahamas, The",BHS,2004,,Male
Bosnia and Herzegovina,BIH,2004,,Male
Belarus,BLR,2004,,Male
Belize,BLZ,2004,,Male
Bermuda,BMU,2004,,Male
Bolivia,BOL,2004,,Male
Brazil,BRA,2004,88.0,Male
Barbados,BRB,2004,,Male
Brunei Darussalam,BRN,2004,,Male
Bhutan,BTN,2004,,Male
Botswana,BWA,2004,,Male
Central African Republic,CAF,2004,,Male
Canada,CAN,2004,,Male
Central Europe and the Baltics,CEB,2004,,Male
Switzerland,CHE,2004,,Male
Channel Islands,CHI,2004,,Male
Chile,CHL,2004,,Male
China,CHN,2004,,Male
Cote d'Ivoire,CIV,2004,,Male
Cameroon,CMR,2004,,Male
"Congo, Dem. Rep.",COD,2004,,Male
"Congo, Rep.",COG,2004,,Male
Colombia,COL,2004,93.0,Male
Comoros,COM,2004,,Male
Cabo Verde,CPV,2004,,Male
Costa Rica,CRI,2004,,Male
Caribbean small states,CSS,2004,87.5964889526367,Male
Cuba,CUB,2004,,Male
Curacao,CUW,2004,,Male
Cayman Islands,CYM,2004,,Male
Cyprus,CYP,2004,,Male
Czechia,CZE,2004,,Male
Germany,DEU,2004,,Male
Djibouti,DJI,2004,,Male
Dominica,DMA,2004,,Male
Denmark,DNK,2004,,Male
Dominican Republic,DOM,2004,,Male
Algeria,DZA,2004,,Male
East Asia & Pacific (excluding high income),EAP,2004,95.3886489868164,Male
Early-demographic dividend,EAR,2004,79.4205169677734,Male
East Asia & Pacific,EAS,2004,95.1009292602539,Male
Europe & Central Asia (excluding high income),ECA,2004,98.3366088867188,Male
Europe & Central Asia,ECS,2004,98.2210006713867,Male
Ecuador,ECU,2004,,Male
"Egypt, Arab Rep.",EGY,2004,,Male
Euro area,EMU,2004,,Male
Eritrea,ERI,2004,,Male
Spain,ESP,2004,98.0,Male
Estonia,EST,2004,,Male
Ethiopia,ETH,2004,50.0,Male
